Unnamed: 0,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-6).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-6).segmentCode,year,Instrument,Segment Name,Segment Code,number of segments
,,,-6,LIAB.ST,Other,,4.0
,,,-6,LIAB.ST,Eliminations,,4.0
,,,-6,LIAB.ST,Building Systems,"332999, 332322",4.0
,,,-6,LIAB.ST,Products & Solutions,"335132, 334512, 333415, 332999",4.0
,,,-6,PNA1V.HE,Eliminations,,9.0
,,,-6,PNA1V.HE,Heatmasters,332811,9.0
,,,-6,PNA1V.HE,helakeskus,"423710, 423390",9.0
,,,-6,PNA1V.HE,Grano,323111,9.0
,,,-6,PNA1V.HE,Other,,9.0
,,,-6,PNA1V.HE,KL-Varaosat,336999,9.0
,,,-6,PNA1V.HE,selog,423390,9.0
,,,-6,PNA1V.HE,kotisun,811114,9.0
,,,-6,PNA1V.HE,Megaklinikka,"622310, 621210",9.0
,,,-6,PLAZb.ST,Project-buildings,"531120, 236220",5.0
,,,-6,PLAZb.ST,Central Gothenburg,531120,5.0
,,,-6,PLAZb.ST,North/East Gothenburg,531120,5.0
,,,-6,PLAZb.ST,South/West Gothenburg,531120,5.0
,,,-6,PLAZb.ST,Artosa Gothenborg,531120,5.0
,,,-6,STWK.ST,,,0.0
,,,-6,RAIVV.HE,Brand-Healthy foods,"311352, 311340, 311230, 311225",5.0
,,,-6,RAIVV.HE,Interdivisional,,5.0
,,,-6,RAIVV.HE,Other operations,"561499, 424490, 311999",5.0
,,,-6,RAIVV.HE,Eliminations,,5.0
,,,-6,RAIVV.HE,Raisioagro,"311224, 424510, 311225, 311119",5.0
,,,-6,RROS.ST,,,0.0
,,,-6,SECUb.ST,Security Services North America,561612,5.0
,,,-6,SECUb.ST,Other,,5.0
,,,-6,SECUb.ST,Security Services Europe,561612,5.0
,,,-6,SECUb.ST,Security Services Ibero-America,561612,5.0
,,,-6,SECUb.ST,Eliminations,,5.0
,,,-6,BEIJb.ST,Eastern Europe,"423830, 423740, 423690, 333415",6.0
,,,-6,BEIJb.ST,Nordic Countries,"423830, 423740, 423690, 333415",6.0
,,,-6,BEIJb.ST,Central Europe,"423830, 423740, 423690, 333415",6.0
,,,-6,BEIJb.ST,Southern Europe,"423830, 423740, 423690, 333415",6.0
,,,-6,BEIJb.ST,Africa,333415,6.0
,,,-6,BEIJb.ST,APAC,333415,6.0
,,,-6,YSO.LS,NOS,517810,6.0
,,,-6,YSO.LS,Eliminations & Adjustments,,6.0
,,,-6,YSO.LS,Sonae IM,523940,6.0
,,,-6,YSO.LS,Sonae FS,"561499, 541618, 524298, 522210",6.0
,,,-6,YSO.LS,Sonae Sierra,"541330, 531390, 531120, 236220",6.0
,,,-6,YSO.LS,Sonae Retail,"459110, 449210, 445110, 444110",6.0
,,,-6,EQNR.OL,Exploration and Production - Norway,211120,5.0
,,,-6,EQNR.OL,Other Operations,,5.0
,,,-6,EQNR.OL,Exploration and Production - International,211120,5.0
,,,-6,EQNR.OL,Eliminations,,5.0
,,,-6,EQNR.OL,"Marketing, Processing and Renewable Energy","221118, 424710, 324110, 221210",5.0
,,,-6,EQV1V.HE,Others,,4.0
,,,-6,EQV1V.HE,Asset Management,523940,4.0
,,,-6,EQV1V.HE,Investments,"523940, 523150",4.0
,,,-6,EQV1V.HE,Corporate Finance,"523940, 523150",4.0
,,,-6,FRO.N,,,0.0
,,,-6,VOSG.DE,Locomotives,"541330, 488210, 336510",10.0
,,,-6,VOSG.DE,Lifecycle Solutions,"488210, 336510, 237990",10.0
,,,-6,VOSG.DE,Customized Modules,"541330, 488210, 336510, 331511",10.0
,,,-6,VOSG.DE,Holding Companies,,10.0
,,,-6,VOSG.DE,Electrical Systems,"541512, 541330, 488210, 336510",10.0
,,,-6,VOSG.DE,Consolidation,,10.0
,,,-6,VOSG.DE,Consolidation Transportation,,10.0
,,,-6,VOSG.DE,Fastening Systems,336510,10.0
,,,-6,VOSG.DE,Tie Technologies,332722,10.0
,,,-6,VOSG.DE,Consolidation Core segment,,10.0
,,,-6,WALLb.ST,Other,,5.0
,,,-6,WALLb.ST,Eliminations,,5.0
,,,-6,WALLb.ST,Region Gothenburg,"531312, 531311, 531120, 531110",5.0
,,,-6,WALLb.ST,Nature-Energy,"221118, 221122",5.0
,,,-6,WALLb.ST,Region Stockholm,"531311, 531110",5.0
,,,-6,FABG.ST,Property Development,"531120, 531110",2.0
,,,-6,FABG.ST,Property Management,"531120, 531110",2.0
,,,-6,SAEI.MI,Business Development & Corporate Costs,"541690, 424690",12.0
,,,-6,SAEI.MI,Thermal Insulation,333912,12.0
,,,-6,SAEI.MI,Vacuum Systems,333912,12.0
,,,-6,SAEI.MI,Light Sources,"334419, 334413",12.0
,,,-6,SAEI.MI,SMA Medical Applications,"339113, 331491",12.0
,,,-6,SAEI.MI,Pure Gas Handling,333912,12.0
,,,-6,SAEI.MI,SMA Industrial Applications,331491,12.0
,,,-6,SAEI.MI,Packaging,322220,12.0
,,,-6,SAEI.MI,Sintered Components for Electronic Devices & Lasers,"334510, 334419, 334413",12.0
,,,-6,SAEI.MI,Electronic Devices,334419,12.0
,,,-6,SAEI.MI,Security & Defense,"334419, 333912, 332999",12.0
,,,-6,SAEI.MI,Healthcare Diagnostics,"339113, 334419, 334413, 331491",12.0
,,,-6,ICP.L,IC,"523940, 525910",5.0
,,,-6,ICP.L,Secondary Investments,523940,5.0
,,,-6,ICP.L,Real Estate Investments,523940,5.0
,,,-6,ICP.L,Capital market investments,523940,5.0
,,,-6,ICP.L,Corporate Investments,523940,5.0
,,,-6,ARN.MI,Holding,523910,2.0
,,,-6,ARN.MI,Operating Activities,221118,2.0
,,,-6,LIN.OQ,Engineering,"541330, 237120",5.0
,,,-6,LIN.OQ,South America,325120,5.0
,,,-6,LIN.OQ,North America,325120,5.0
,,,-6,LIN.OQ,EMEA,325120,5.0
,,,-6,LIN.OQ,APAC,325120,5.0
,,,-6,NIBEb.ST,NIBE Element,333414,5.0
,,,-6,NIBEb.ST,Unallocated,,5.0
,,,-6,NIBEb.ST,NIBE Climate Solutions,333414,5.0
,,,-6,NIBEb.ST,NIBE Stoves,333414,5.0
,,,-6,NIBEb.ST,Eliminations,,5.0
,,,-6,EXEP.PA,Beets Harvesters,"423820, 333912",4.0
,,,-6,EXEP.PA,Agricultural Spraying,"423820, 333912, 325320",4.0
,,,-6,EXEP.PA,Spraying and Watering for garden,"423820, 333912",4.0
,,,-6,EXEP.PA,Industrial Spraying,"333248, 333912",4.0
,,,-6,PANDXb.ST,Operator Activities,721110,2.0
,,,-6,PANDXb.ST,Property Management,531120,2.0
,,,-6,AXFO.ST,Eliminations,,6.0
,,,-6,AXFO.ST,Axfood Narlivs,"445110, 424410",6.0
,,,-6,AXFO.ST,Hemkop,"445110, 424410",6.0
,,,-6,AXFO.ST,Willys,"445110, 424410",6.0
,,,-6,AXFO.ST,Dagab,"445110, 424410",6.0
,,,-6,AXFO.ST,Joint Group,445110,6.0
,,,-6,MOWI.OL,Other,,7.0
,,,-6,MOWI.OL,Sales and Marketing MH Consumer Products,"311710, 424460",7.0
,,,-6,MOWI.OL,Eliminations,,7.0
,,,-6,MOWI.OL,Elimination,,7.0
,,,-6,MOWI.OL,Farming,112511,7.0
,,,-6,MOWI.OL,Sales and Marketing MH Markets,"311710, 424460",7.0
,,,-6,MOWI.OL,Fish Feed,311119,7.0
,,,-6,KGH.WA,Consolidation Adjustments,,6.0
,,,-6,KGH.WA,Eliminations,,6.0
,,,-6,KGH.WA,Other Segments,525990,6.0
,,,-6,KGH.WA,Sierra Gorda Project,212230,6.0
,,,-6,KGH.WA,KGHM INTERNATIONAL LTD.,212230,6.0
,,,-6,KGH.WA,KGHM Polska Miedz SA,212230,6.0
,,,-6,AFGA.OL,IFRS Adjustment,,10.0
,,,-6,AFGA.OL,Other,,10.0
,,,-6,AFGA.OL,Other/Eliminations,,10.0
,,,-6,AFGA.OL,Property,"238990, 237990, 236220",10.0
,,,-6,AFGA.OL,Environment,"238990, 237990, 236220",10.0
,,,-6,AFGA.OL,Building,"236118, 236116",10.0
,,,-6,AFGA.OL,Energy,"238990, 237990, 236220",10.0
,,,-6,AFGA.OL,Civil Engineering,"238990, 237990, 236220",10.0
,,,-6,AFGA.OL,Offhore,213112,10.0
,,,-6,AFGA.OL,Eliminations,,10.0
,,,-6,UZU.DE,Other Segments,"531120, 423810, 238330",5.0
,,,-6,UZU.DE,South-/Eastern Europe,325520,5.0
,,,-6,UZU.DE,Western Europe - Operating segment,325520,5.0
,,,-6,UZU.DE,Netherlands - Laying Systems,238330,5.0
,,,-6,UZU.DE,Germany -Laying Systems,238330,5.0
,,,-6,CCHE.PA,Hazardous Waste (HW) division,562211,2.0
,,,-6,CCHE.PA,Non-Hazardous Waste (NHW) division,562219,2.0
,,,-6,ZMP1L.VL,Cheese and cheese procuts,311513,6.0
,,,-6,ZMP1L.VL,Fresh Dairy Products,"311512, 311511",6.0
,,,-6,ZMP1L.VL,Other Products,,6.0
,,,-6,ZMP1L.VL,Dry Milk Products,311514,6.0
,,,-6,ZMP1L.VL,Ice Cream,311514,6.0
,,,-6,ZMP1L.VL,Butter and Fat Mix,311512,6.0
,,,-6,IBG.MC,Wood,321999,3.0
,,,-6,IBG.MC,Electricity Sales,221122,3.0
,,,-6,IBG.MC,Paper,322120,3.0
,,,-6,CEMB.MI,Italy,"332216, 335931, 333991, 333514",4.0
,,,-6,CEMB.MI,Rest of europe,"332216, 335931, 333991, 333514",4.0
,,,-6,CEMB.MI,Elimination of intra group,,4.0
,,,-6,CEMB.MI,Rest of World,"332216, 335931, 333991, 333514",4.0
,,,-6,NVGR.LS,Eliminations,,5.0
,,,-6,NVGR.LS,Other,,5.0
,,,-6,NVGR.LS,Pulp for Market,322110,5.0
,,,-6,NVGR.LS,Paper UWF,322120,5.0
,,,-6,NVGR.LS,Paper Tissue,322230,5.0
,,,-6,PATC.PA,,,0.0
,,,-6,PZV1L.VL,Other Products,311520,4.0
,,,-6,PZV1L.VL,Cheese,311513,4.0
,,,-6,PZV1L.VL,Fresh milk products,"311513, 311512, 311511",4.0
,,,-6,PZV1L.VL,Dry milk products,311514,4.0
,,,-6,WWL.WA,"Services, Materials","311351, 311340",3.0
,,,-6,WWL.WA,Other Products,424450,3.0
,,,-6,WWL.WA,Filled Chocolate,311351,3.0
,,,-6,BARN.S,Eliminations,,6.0
,,,-6,BARN.S,Corporate,,6.0
,,,-6,BARN.S,Americas,"311351, 424490",6.0
,,,-6,BARN.S,Global Cocoa,311351,6.0
,,,-6,BARN.S,EMEA,"311351, 424490",6.0
,,,-6,BARN.S,Asia Pacific,"311351, 424490",6.0
,,,-6,BOND.PA,Fresh Products,311991,2.0
,,,-6,BOND.PA,Canned Food,311421,2.0
,,,-6,STF.PA,Other Businesses,,5.0
,,,-6,STF.PA,Logistics,"541614, 488510, 424460",5.0
,,,-6,STF.PA,International,,5.0
,,,-6,STF.PA,Maritime,"541614, 488510",5.0
,,,-6,STF.PA,Transport,"484230, 484220",5.0
,,,-6,ALCIS.PA,,,0.0
,,,-6,NAFG.DE,Others,,4.0
,,,-6,NAFG.DE,Primary Copper,"331410, 212230",4.0
,,,-6,NAFG.DE,Copper Products,331420,4.0
,,,-6,NAFG.DE,Reconciliation/consolidation,,4.0
,,,-6,HEPr.AT,Refining,324110,7.0
,,,-6,HEPr.AT,Intersegment Adjustments,,7.0
,,,-6,HEPr.AT,Marketing,541910,7.0
,,,-6,HEPr.AT,Exploration & Production,213112,7.0
,,,-6,HEPr.AT,Petrochemicals,324110,7.0
,,,-6,HEPr.AT,Natural Gas & Electric Power,211120,7.0
,,,-6,HEPr.AT,Other,,7.0
,,,-6,SAHN.S,Power Magnetics,334515,3.0
,,,-6,SAHN.S,Industrial division,334515,3.0
,,,-6,SAHN.S,Automotive,334515,3.0
,,,-6,ECVG.DE,Financial Investments,523910,7.0
,,,-6,ECVG.DE,Reconciliation,,7.0
,,,-6,ECVG.DE,PV Services,"221114, 523910",7.0
,,,-6,ECVG.DE,Wind Parks,"221115, 523910",7.0
,,,-6,ECVG.DE,PV Parks,"221114, 523910",7.0
,,,-6,ECVG.DE,Asset management,"221118, 523940",7.0
,,,-6,ECVG.DE,Other Companies and Group Functions,,7.0
,,,-6,SWECb.ST,Sweco Sweden,"541330, 541320, 541310",8.0
,,,-6,SWECb.ST,Sweco Norway,541330,8.0
,,,-6,SWECb.ST,Sweco Finland,541310,8.0
,,,-6,SWECb.ST,Sweco Central & Eastern Europe,"541330, 541320, 541310",8.0
,,,-6,SWECb.ST,"Group wide, Eliminations, etc",,8.0
,,,-6,SWECb.ST,Sweco Western Europe,"541330, 541320, 541310",8.0
,,,-6,SWECb.ST,Sweco Netherland,"541330, 541320, 541310",8.0
,,,-6,SWECb.ST,Sweco Denmark,"541320, 541310",8.0
,,,-6,ZIM.AX,,,0.0
,,,-6,GLTN.PA,GL events Venues,"541990, 541410",3.0
,,,-6,GLTN.PA,GL event Exhibitions,"561920, 531120",3.0
,,,-6,GLTN.PA,GL events Live,"541990, 541410",3.0
,,,-6,CEVG.H,Gas Flue Systems,"333414, 326122",4.0
,,,-6,CEVG.H,Consolidation,,4.0
,,,-6,CEVG.H,Medical Technology & Engineering Plastics,"423450, 339112, 326199, 325211",4.0
,,,-6,CEVG.H,Climate Systems,333414,4.0
,,,-6,PNEGn.DE,Electricity Generation,221118,3.0
,,,-6,PNEGn.DE,Project development,"221118, 541690, 333611",3.0
,,,-6,PNEGn.DE,Consolidation,,3.0
,,,-6,ITERA.OL,,,0.0
,,,-6,BITI.PA,,,0.0
,,,-6,SAGAa.ST,,,0.0
,,,-6,PLAKR.AT,,,0.0
,,,-6,MSONb.ST,Intercompany Eliminations,,5.0
,,,-6,MSONb.ST,Sweden,"456191, 325620, 325412, 325411",5.0
,,,-6,MSONb.ST,Norway,"456191, 325620, 325412, 325411",5.0
,,,-6,MSONb.ST,Finland,"456191, 325620, 325412, 325411",5.0
,,,-6,MSONb.ST,Denmark,"424490, 325620, 311514",5.0
,,,-6,GREENY.BR,Fresh,"311423, 311411, 111219, 111211",4.0
,,,-6,GREENY.BR,Elimination,,4.0
,,,-6,GREENY.BR,long fresh,"311423, 311411, 111219, 111211",4.0
,,,-6,GREENY.BR,Hotriculture,"311423, 311411, 111219, 111211",4.0
,,,-6,LIO.L,,,0.0
,,,-6,ELGr.AT,,,0.0
,,,-6,PBX.WA,Production Services,327390,4.0
,,,-6,PBX.WA,Other,,4.0
,,,-6,PBX.WA,Implementation of contracts - Construction services,"237990, 236220, 236210, 236116",4.0
,,,-6,PBX.WA,Implementation of contracts - Prefabrication,238120,4.0
,,,-6,BALDb.ST,Stockholm,"531120, 531110",6.0
,,,-6,BALDb.ST,Oresund,"531120, 531110",6.0
,,,-6,BALDb.ST,Gothenburg,"531190, 531120, 531110",6.0
,,,-6,BALDb.ST,North,"531120, 531110",6.0
,,,-6,BALDb.ST,East,"531190, 531120, 531110",6.0
,,,-6,BALDb.ST,Helsinki,531110,6.0
,,,-6,ASY.PA,Infrastructure Engineering & Ops.,"541614, 541611, 541330",4.0
,,,-6,ASY.PA,Inter-segments,,4.0
,,,-6,ASY.PA,Staffing,541330,4.0
,,,-6,ASY.PA,Holding,523910,4.0
,,,-6,DOV1V.HE,,,0.0
,,,-6,VIE.PA,Other-operating,,5.0
,,,-6,VIE.PA,Global businesses-operating,221320,5.0
,,,-6,VIE.PA,Rest of the world,221320,5.0
,,,-6,VIE.PA,"Europe,excl.france",221320,5.0
,,,-6,VIE.PA,France and Special waste ,221320,5.0
,,,-6,CAG0n.H,,,0.0
,,,-6,PKN.WA,Corporate Functions,,5.0
,,,-6,PKN.WA,Retail,"457110, 324110",5.0
,,,-6,PKN.WA,Eliminations,,5.0
,,,-6,PKN.WA,Upstream Segment,"325110, 324199, 324191",5.0
,,,-6,PKN.WA,Downstream,"457110, 324110",5.0
,,,-6,VVVGn_p.DE,,,0.0
,,,-6,ALLN.S,Holding/Eliminations,,3.0
,,,-6,ALLN.S,Projects & Development,"236118, 236116, 236115",3.0
,,,-6,ALLN.S,Real Estate,"531210, 531110",3.0
,,,-6,PSPN.S,Real Estate Investment,"531312, 531190, 531120, 531110",4.0
,,,-6,PSPN.S,Property Management,"531390, 531312, 531120, 531110",4.0
,,,-6,PSPN.S,Eliminations,,4.0
,,,-6,PSPN.S,holdings,"561499, 541612, 541611",4.0
,,,-6,IKTr.AT,,,0.0
,,,-6,ORPF.PA,North Europe,"424690, 325998, 325612, 325611",5.0
,,,-6,ORPF.PA,North America,"424690, 325998, 325612, 325611",5.0
,,,-6,ORPF.PA,Asia and Rest of the World,"424690, 325998, 325612, 325611",5.0
,,,-6,ORPF.PA,South Europe,"424690, 325998, 325612, 325611",5.0
,,,-6,ORPF.PA,Eliminations,,5.0
,,,-6,SPSN.S,Eliminations,,3.0
,,,-6,SPSN.S,Real Estate,"531390, 531120, 531110, 237210",3.0
,,,-6,SPSN.S,Services Segment,"523940, 623311, 531390, 531120",3.0
,,,-6,RWS.L,Unallocated,,5.0
,,,-6,RWS.L,Language solutions,"561410, 541930, 541199",5.0
,,,-6,RWS.L,Patent Information,513140,5.0
,,,-6,RWS.L,Life Sciences,541930,5.0
,,,-6,RWS.L,Patent Translation & Filling,"561410, 541930, 541199",5.0
,,,-6,DAIr.AT,,,0.0
,,,-6,ETTE.HE,,,0.0
,,,-6,EKTG.DE,Sale of Electricity,"221118, 221115, 221114",4.0
,,,-6,EKTG.DE,Sale and Design of Windparks Onshore,"221118, 221115, 237130",4.0
,,,-6,EKTG.DE,Other,221118,4.0
,,,-6,EKTG.DE,Eliminations,,4.0
,,,-6,LSG.OL,Unallocated,,5.0
,,,-6,LSG.OL,Sales and Distribution,311710,5.0
,,,-6,LSG.OL,VAP,311710,5.0
,,,-6,LSG.OL,Farming,112511,5.0
,,,-6,LSG.OL,Wild catch and white fish VAP,"114111, 112511",5.0
,,,-6,KRDr.AT,,,0.0
,,,-6,EVRr.AT,,,0.0
,,,-6,MPCKk.DE,Miscellaneous,,3.0
,,,-6,MPCKk.DE,Transaction Services,522320,3.0
,,,-6,MPCKk.DE,Management Services,523940,3.0
,,,-6,DEQGn.DE,,,0.0
,,,-6,WDIG.H,Consolidation - A&I,,6.0
,,,-6,WDIG.H,Consolidation - PP&RM,,6.0
,,,-6,WDIG.H,Acquiring and Issuing,541990,6.0
,,,-6,WDIG.H,Call Center and Communication,"517112, 517111, 561422",6.0
,,,-6,WDIG.H,Consolidation - CC&CG,,6.0
,,,-6,WDIG.H,Payment Processing/Risk management,"517810, 522320",6.0
,,,-6,CLII.MI,,,0.0
,,,-6,HRPKk.DE,,,0.0
,,,-6,CAPMAN.HE,Investor Services,523910,3.0
,,,-6,CAPMAN.HE,CapMan Private Equity,"523940, 523150",3.0
,,,-6,CAPMAN.HE,CapMan Real Estate,"523940, 523150",3.0
,,,-6,MOBN.S,Development,"531312, 531311",2.0
,,,-6,MOBN.S,Real Estate,"531120, 531110, 236220",2.0
,,,-6,FBI.CY,,,0.0
,,,-6,SVIK.ST,Waste Treatment,"562211, 562112",5.0
,,,-6,SVIK.ST,Fuel and Materials Performance,"562211, 562112",5.0
,,,-6,SVIK.ST,Other Business,,5.0
,,,-6,SVIK.ST,Consulting and engineering services,541330,5.0
,,,-6,SVIK.ST,Eliminations,,5.0
,,,-6,NEXS.PA,Other,,4.0
,,,-6,NEXS.PA,Industry & Solutions,"331420, 486110, 221210",4.0
,,,-6,NEXS.PA,Distributors and Installers,331420,4.0
,,,-6,NEXS.PA,"Transmission, Distribution and Operators",331420,4.0
,,,-6,CPHN.S,Packaging,"322219, 326112, 322211",3.0
,,,-6,CPHN.S,Paper,"322120, 322299",3.0
,,,-6,CPHN.S,Chemistry,325199,3.0
,,,-6,MORr.AT,Sales to Gas Stations,424720,4.0
,,,-6,MORr.AT,Refinery,324110,4.0
,,,-6,MORr.AT,Eliminations,,4.0
,,,-6,MORr.AT,Services,"238990, 221210",4.0
,,,-6,EMMN.S,Other Products,,10.0
,,,-6,EMMN.S,Powder/Concentrates,,10.0
,,,-6,EMMN.S,Natural Cheese,"424590, 424430",10.0
,,,-6,EMMN.S,Processed Cheese,"424590, 424430",10.0
,,,-6,EMMN.S,Milk,"424430, 311511",10.0
,,,-6,EMMN.S,Sales from Services,,10.0
,,,-6,EMMN.S,Fresh Products,"311520, 311513, 311512, 311511",10.0
,,,-6,EMMN.S,Butter and Margarine,"424590, 424430",10.0
,,,-6,EMMN.S,Fresh Cheese,311513,10.0
,,,-6,EMMN.S,Cream,"424590, 424430",10.0
,,,-6,ROSNP.BX,Corporate & Other,,4.0
,,,-6,ROSNP.BX,Refining and Marketing,"457110, 424720, 324110",4.0
,,,-6,ROSNP.BX,Exploration and Production,211120,4.0
,,,-6,ROSNP.BX,Gas and Power,"457110, 424720, 324110",4.0
,,,-6,ADDTb.ST,Energy,333613,5.0
,,,-6,ADDTb.ST,Group items and Eliminations,,5.0
,,,-6,ADDTb.ST,Industrial process,333242,5.0
,,,-6,ADDTb.ST,Components,"333248, 541420",5.0
,,,-6,ADDTb.ST,Power solutions,423830,5.0
,,,-6,LAGRb.ST,Communications,"519290, 517810",5.0
,,,-6,LAGRb.ST,Mechatronics,"423610, 335999",5.0
,,,-6,LAGRb.ST,Electronics,334419,5.0
,,,-6,LAGRb.ST,Niche Products,"333519, 811310, 339999",5.0
,,,-6,LAGRb.ST,Parent,335931,5.0
,,,-6,TWSr.AT,,,0.0
,,,-6,JHX.AX,North America Fiber Cement,327310,3.0
,,,-6,JHX.AX,Asia Pacific Fiber Cement,327310,3.0
,,,-6,JHX.AX,Other Businesses,,3.0
,,,-6,MSTT.MM,Eliminations,,4.0
,,,-6,MSTT.MM,Construction,"237310, 236210",4.0
,,,-6,MSTT.MM,Disc. Operations,236210,4.0
,,,-6,MSTT.MM,Services,"237310, 237210",4.0
,,,-6,KEPr.AT,,,0.0
,,,-6,ITRK.L,Operating segment - Products,"541380, 424690, 423830, 423620",3.0
,,,-6,ITRK.L,Operating segment - Resources,"339999, 221113, 213112",3.0
,,,-6,ITRK.L,Operating segment - Trade,"561990, 541990, 483111",3.0
,,,-6,AKRN.MM,Logistics,482111,6.0
,,,-6,AKRN.MM,Other,,6.0
,,,-6,AKRN.MM,Trading Companies,523210,6.0
,,,-6,AKRN.MM,Dorogobuzh,325311,6.0
,,,-6,AKRN.MM,Akron,325311,6.0
,,,-6,AKRN.MM,Mining,212390,6.0
,,,-6,REJLb.ST,,,0.0
,,,-6,ADXR.MC,Solar,221118,2.0
,,,-6,ADXR.MC,Wind,221118,2.0
,,,-6,PREN.PFT,,,0.0
,,,-6,IGHZ.ZA,Projects,541330,10.0
,,,-6,IGHZ.ZA,Geotechnical Research,541715,10.0
,,,-6,IGHZ.ZA,Department of Materials and Structures,541350,10.0
,,,-6,IGHZ.ZA,Department for Supervision and Project Management,541350,10.0
,,,-6,IGHZ.ZA,"Department of Hydrotechnics, Geotechnics&Environment",541360,10.0
,,,-6,IGHZ.ZA,Regional Center Split,541330,10.0
,,,-6,IGHZ.ZA,Regional Center Rijeka,541330,10.0
,,,-6,IGHZ.ZA,Regional Center Osijek,541330,10.0
,,,-6,IGHZ.ZA,Management and Support Services,541611,10.0
,,,-6,IGHZ.ZA,Foreign affiliates,"541380, 541350, 541330, 541320",10.0
,,,-6,GALP.LS,Elimination,,6.0
,,,-6,GALP.LS,Exploration & Production,211120,6.0
,,,-6,GALP.LS,Others,,6.0
,,,-6,GALP.LS,Refining & Distribution of Petroleum Products,211120,6.0
,,,-6,GALP.LS,Gas & Power,221210,6.0
,,,-6,GALP.LS,Refining and Distribution,324110,6.0
,,,-6,DVLP.WA,Rental Activity,531120,3.0
,,,-6,DVLP.WA,Holding Activity,"551112, 531312",3.0
,,,-6,DVLP.WA,Property Developer Activity,531311,3.0
,,,-6,AMG.AS,Other and Eliminations,,3.0
,,,-6,AMG.AS,AMG Engineering,331110,3.0
,,,-6,AMG.AS,AMG Critical Materials Technologies,"331313, 331110, 212290",3.0
,,,-6,GRNT.MKE,,,0.0
,,,-6,MPT.MKE,,,0.0
,,,-6,JHG.N,,,0.0
,,,-6,LACR.PA,Electronics activity,335314,4.0
,,,-6,LACR.PA,City activity,339950,4.0
,,,-6,LACR.PA,Environment activity,"334512, 334290",4.0
,,,-6,LACR.PA,Intercompany Eliminations,,4.0
,,,-6,CATb.ST,Asset Management,"523940, 522390",4.0
,,,-6,CATb.ST,Corporate Finance,522390,4.0
,,,-6,CATb.ST,Intercompany Eliminations,,4.0
,,,-6,CATb.ST,Other,,4.0
,,,-6,HWG.L,Capital Growth,531110,3.0
,,,-6,HWG.L,Income Generation,"531120, 531110",3.0
,,,-6,HWG.L,Central overheads,,3.0
,,,-6,SOLARb.CO,Trade,423610,3.0
,,,-6,SOLARb.CO,Industry,423610,3.0
,,,-6,SOLARb.CO,Installation,423610,3.0
,,,-6,HEIJ.AS,Other,,7.0
,,,-6,HEIJ.AS,Residential Building,"236118, 236116",7.0
,,,-6,HEIJ.AS,Non-Residential Building,236220,7.0
,,,-6,HEIJ.AS,Infrastructure,"237310, 237110, 236210",7.0
,,,-6,HEIJ.AS,Elimination,,7.0
,,,-6,HEIJ.AS,Property Development,"236220, 236116, 236115",7.0
,,,-6,HEIJ.AS,Discontinued Operations,,7.0
,,,-6,HRMr.AT,Constructions,236210,8.0
,,,-6,HRMr.AT,Mining/Industry,"236210, 212311",8.0
,,,-6,HRMr.AT,Concessions,"237310, 236220",8.0
,,,-6,HRMr.AT,Real Estate,531120,8.0
,,,-6,HRMr.AT,Electicity from RES,221118,8.0
,,,-6,HRMr.AT,Intercompany Eliminations,,8.0
,,,-6,HRMr.AT,Electricity from Thermal Energy,221112,8.0
,,,-6,HRMr.AT,Holding,551112,8.0
,,,-6,ELSRr.AT,,,0.0
,,,-6,MSZ.WA,Other Services,,5.0
,,,-6,MSZ.WA,Infrastructure,"541330, 237310, 237210",5.0
,,,-6,MSZ.WA,Industrial Production Services,236220,5.0
,,,-6,MSZ.WA,General Construction,"541330, 238120",5.0
,,,-6,MSZ.WA,Eliminations,,5.0
,,,-6,JMT.LS,Others and Adjustments,,4.0
,,,-6,JMT.LS,Poland Distribution,445110,4.0
,,,-6,JMT.LS,Operating Segment - Portugal Cash and Carry,"312112, 312111, 311812, 311225",4.0
,,,-6,JMT.LS,Operating Segment - Portugal Retail,"455211, 455110, 445110",4.0
,,,-6,ARDS.AS,Corporate and unallocated segments,,6.0
,,,-6,ARDS.AS,Europe and Middel east,541330,6.0
,,,-6,ARDS.AS,Americas,541330,6.0
,,,-6,ARDS.AS,Eliminations,,6.0
,,,-6,ARDS.AS,CallisonRTKL,"541611, 541320, 541310",6.0
,,,-6,ARDS.AS,Asia pacific,"541620, 541420, 541330, 541310",6.0
,,,-6,FPARa.ST,,,0.0
,,,-6,KLR.L,,,0.0
,,,-6,HEBAb.ST,,,0.0
,,,-6,ATRLJb.ST,Unallocated,,5.0
,,,-6,ATRLJb.ST,Project Properties,531120,5.0
,,,-6,ATRLJb.ST,TL Bygg,"236220, 236118, 236116",5.0
,,,-6,ATRLJb.ST,Project Development,"236220, 236116",5.0
,,,-6,ATRLJb.ST,Business Area Property,531120,5.0
,,,-6,III.L,,,0.0
,,,-6,DCC.L,DCC Technology,"541614, 423620",4.0
,,,-6,DCC.L,DCC Healthcare,"424210, 423450",4.0
,,,-6,DCC.L,DCC LPG,"457210, 424720",4.0
,,,-6,DCC.L,DCC Retail & oil,457120,4.0
,,,-6,DBG.PA,Eliminations,,4.0
,,,-6,DBG.PA,Holding,551112,4.0
,,,-6,DBG.PA,Business Services,"561990, 561740, 561210, 488119",4.0
