Instrument,Segment Name,Segment Code,Revenue,year
AGRO.N,Corporate,EXPOTH,,FY0
AGRO.N,Consolidated Total,CONSTL,,FY0
NOEJ.DE,EMEA,"326122,332722",1330280393.83562,FY0
NOEJ.DE,America,"326122,332722",,FY0
NOEJ.DE,Asia Pacific,"326122,332722",,FY0
NOEJ.DE,Consolidation,OTHERS,,FY0
NOEJ.DE,Central Functions,OTHERS,,FY0
NOEJ.DE,Segment Total,SEGMTL,,FY0
NOEJ.DE,Consolidated Total,CONSTL,,FY0
AUTON.S,BG Europe,336211,1952077022.93379,FY0
AUTON.S,BG North America,336211,,FY0
AUTON.S,BG Asia,336211,,FY0
AUTON.S,BG SAMEA,336211,,FY0
AUTON.S,Segment Total,SEGMTL,,FY0
AUTON.S,corporate,EXPOTH,,FY0
AUTON.S,Consolidated Total,CONSTL,,FY0
GLEN.L,Marketing Activities,"493190,541613,541614",255984000000.0,FY0
GLEN.L,Industrial Activities,"212115,212230",,FY0
GLEN.L,Segment Total,SEGMTL,,FY0
GLEN.L,Inter-segment eliminations,ICELIM,,FY0
GLEN.L,Consolidated Total,CONSTL,,FY0
AMAV.VI,Metal,331313,1847929152.39726,FY0
AMAV.VI,Casting,"331318,331524",,FY0
AMAV.VI,Rolling,"331315,331318",,FY0
AMAV.VI,Service,561499,,FY0
AMAV.VI,Segment Total,SEGMTL,,FY0
AMAV.VI,Consolidation,"EXPOTH,ICELIM",,FY0
AMAV.VI,Consolidated Total,CONSTL,,FY0
JAREN.OL,,,,FY0
MELG.OL,,,,FY0
BNP1.WA,,,,FY0
1910.HK,Asia,316990,2879600000.0,FY0
1910.HK,North America,316990,,FY0
1910.HK,Europe,316990,,FY0
1910.HK,Latin America,316990,,FY0
1910.HK,Segment Total,SEGMTL,,FY0
1910.HK,Corporate,EXPOTH,,FY0
1910.HK,Consolidated Total,CONSTL,,FY0
AXW.PA,Licences,"513210,541512",336077696.917808,FY0
AXW.PA,Maintenance,"541511,541512",,FY0
AXW.PA,Services,"541511,541512",,FY0
AXW.PA,Subscription,541511,,FY0
AXW.PA,Segment Total,SEGMTL,,FY0
AXW.PA,Consolidated Total,CONSTL,,FY0
DARG.DE,DATRON maschine systems,333517,64106988.4417808,FY0
DARG.DE,After Sales Service and Others,333517,,FY0
DARG.DE,CNC/Dental milling tools,333517,,FY0
DARG.DE,Segment Total,SEGMTL,,FY0
DARG.DE,Other,EXPOTH,,FY0
DARG.DE,Consolidated Total,CONSTL,,FY0
DEDIC.ST,Public,561499,169873364.207614,FY0
DEDIC.ST,Private,622110,,FY0
DEDIC.ST,Segment Total,SEGMTL,,FY0
DEDIC.ST,Consolidated Total,CONSTL,,FY0
CONIC.ST,Engines,336310,389707719.210592,FY0
CONIC.ST,Hydraulics,333996,,FY0
CONIC.ST,Segment Total,SEGMTL,,FY0
CONIC.ST,Eliminations and unallocated item,ICELIM,,FY0
CONIC.ST,Consolidated Total,CONSTL,,FY0
BFT.WA,Foreign,"519290,541870,812990",436121073.672187,FY0
BFT.WA,Poland,"541612,541870",,FY0
BFT.WA,Segment Total,SEGMTL,,FY0
BFT.WA,Eliminations,ICELIM,,FY0
BFT.WA,Consolidated Total,CONSTL,,FY0
NIIS.BEL,Research & Production,"213112,324110",4689916680.36155,FY0
NIIS.BEL,Processing/Marketing,211120,,FY0
NIIS.BEL,Segment Total,SEGMTL,,FY0
NIIS.BEL,Eliminations,ICELIM,,FY0
NIIS.BEL,Consolidated Total,CONSTL,,FY0
1913.HK,Leather goods,316990,4495584332.19178,FY0
1913.HK,Clothing,316990,,FY0
1913.HK,Footwear,316990,,FY0
1913.HK,Other,316990,,FY0
1913.HK,Segment Total,SEGMTL,,FY0
1913.HK,Consolidated Total,CONSTL,,FY0
BULTEN.ST,,,429869905.26336,FY0
KRU.WA,Purchased debt portfolio,561440,489814734.437464,FY0
KRU.WA,Credit management services,525990,,FY0
KRU.WA,other income,OTHERS,,FY0
KRU.WA,Segment Total,SEGMTL,,FY0
KRU.WA,Other Products,EXPOTH,,FY0
KRU.WA,Consolidated Total,CONSTL,,FY0
SFER.MI,Footwear,316210,1339691780.82192,FY0
SFER.MI,Leather Goods,316990,,FY0
SFER.MI,Clothes,315250,,FY0
SFER.MI,Accessories,"315990,334519",,FY0
SFER.MI,Fragrances,325620,,FY0
SFER.MI,Segment Total,SEGMTL,,FY0
SFER.MI,Consolidated Total,CONSTL,,FY0
JSW.WA,Coal,212115,4614163335.23701,FY0
JSW.WA,Coke,"212114,212115",,FY0
JSW.WA,Segment Total,SEGMTL,,FY0
JSW.WA,Elimination,ICELIM,,FY0
JSW.WA,Other Segments,EXPOTH,,FY0
JSW.WA,Unallocated,EXPOTH,,FY0
JSW.WA,Consolidated Total,CONSTL,,FY0
BOUL.ST,Own Consumables,334510,52661177.1940276,FY0
BOUL.ST,OEM and CDS Consumables,334510,,FY0
BOUL.ST,Segment Total,SEGMTL,,FY0
BOUL.ST,Instruments,EXPOTH,,FY0
BOUL.ST,Other,EXPOTH,,FY0
BOUL.ST,Consolidated Total,CONSTL,,FY0
IQG.L,,,32168390.4917438,FY0
CAML.L,kounrad,212230,220855000.0,FY0
CAML.L,Sasa,"212220,212230",,FY0
CAML.L,Segment Total,SEGMTL,,FY0
CAML.L,Unallocated,ICELIM,,FY0
CAML.L,Consolidated Total,CONSTL,,FY0
SMSS.L,Asset Installation,238210,163938789.08849,FY0
SMSS.L,Asset Management,561990,,FY0
SMSS.L,Energy Management,541690,,FY0
SMSS.L,Segment Total,SEGMTL,,FY0
SMSS.L,Unallocated,EXPOTH,,FY0
SMSS.L,Consolidated Total,CONSTL,,FY0
ALNG.OL,operating LNG vessels,483111,51541000.0,FY0
ALNG.OL,Segment Total,SEGMTL,,FY0
ALNG.OL,Consolidated Total,CONSTL,,FY0
APTV.N,Advanced Safety and User Experience,"513210,541511",17489000000.0,FY0
APTV.N,Signal and Power Solutions,336320,,FY0
APTV.N,Segment Total,SEGMTL,,FY0
APTV.N,Eliminations & Other,ICELIM,,FY0
APTV.N,Consolidated Total,CONSTL,,FY0
CPRI.N,Jimmy Choo,"316210,316990,424340",5619000000.0,FY0
CPRI.N,Versace,"315250,424350",,FY0
CPRI.N,Michael Kors,"315250,424340",,FY0
CPRI.N,Segment Total,SEGMTL,,FY0
CPRI.N,Consolidated Total,CONSTL,,FY0
ALCOG.PA,Sales of Goods,321999,55860275.5866854,FY0
ALCOG.PA,Sales of Finished Products,321999,,FY0
ALCOG.PA,Service Provision,541690,,FY0
ALCOG.PA,Segment Total,SEGMTL,,FY0
ALCOG.PA,Consolidated Total,CONSTL,,FY0
INSEI.L,PLC cost,221121,107392487.751769,FY0
INSEI.L,Assurance,OTHERS,,FY0
INSEI.L,Optimisation,OTHERS,,FY0
INSEI.L,Software,OTHERS,,FY0
INSEI.L,ESG,OTHERS,,FY0
INSEI.L,Segment Total,SEGMTL,,FY0
INSEI.L,Consolidated Total,CONSTL,,FY0
CLOEb.ST,Branded packaged products,311351,659985779.895847,FY0
CLOEb.ST,Pick & mix,OTHERS,,FY0
CLOEb.ST,Segment Total,SEGMTL,,FY0
CLOEb.ST,Consolidated Total,CONSTL,,FY0
STBS.L,,,,FY0
SRC.L,North West,327310,650811105.062602,FY0
SRC.L,West,327310,,FY0
SRC.L,North East,327310,,FY0
SRC.L,Segment Total,SEGMTL,,FY0
SRC.L,Consolidated Total,CONSTL,,FY0
BKWB.S,Energy,221118,3633275638.25184,FY0
BKWB.S,Services,541330,,FY0
BKWB.S,Grid,237130,,FY0
BKWB.S,Segment Total,SEGMTL,,FY0
BKWB.S,Consolidation,ICELIM,,FY0
BKWB.S,Other,EXPOTH,,FY0
BKWB.S,Consolidated Total,CONSTL,,FY0
DKSH.S,Consumer Goods,339999,12245997403.7213,FY0
DKSH.S,Healthcare,622110,,FY0
DKSH.S,Performance Materials,541614,,FY0
DKSH.S,Technology,339999,,FY0
DKSH.S,Segment Total,SEGMTL,,FY0
DKSH.S,Others,EXPOTH,,FY0
DKSH.S,Consolidated Total,CONSTL,,FY0
SNTP.WA,,,102267243.31251,FY0
SCANFL.HE,Telecommunications,334413,902992294.520548,FY0
SCANFL.HE,Segment Total,SEGMTL,,FY0
SCANFL.HE,Consolidated Total,CONSTL,,FY0
FNOX.ST,Money,513210,122571532.888795,FY0
FNOX.ST,Entrepreneurship,513210,,FY0
FNOX.ST,The agency,513210,,FY0
FNOX.ST,The contractor,513210,,FY0
FNOX.ST,The marketplace,513210,,FY0
FNOX.ST,Group wide,513210,,FY0
FNOX.ST,Segment Total,SEGMTL,,FY0
FNOX.ST,Consolidated Total,CONSTL,,FY0
EOLUb.ST,Planning,"221118,237130",226368685.024693,FY0
EOLUb.ST,Operation and administration,"221118,541211,541611,541690",,FY0
EOLUb.ST,Segment Total,SEGMTL,,FY0
EOLUb.ST,Eliminations,ICELIM,,FY0
EOLUb.ST,Consolidated Total,CONSTL,,FY0
BCU.MI,Retail,"315250,315990",984276541.09589,FY0
BCU.MI,Wholesale,424350,,FY0
BCU.MI,Segment Total,SEGMTL,,FY0
BCU.MI,Consolidated Total,CONSTL,,FY0
BLVB.L,Property sales,"531312,533110",40788725.5791447,FY0
BLVB.L,Lettings,531210,,FY0
BLVB.L,Other,OTHERS,,FY0
BLVB.L,Segment Total,SEGMTL,,FY0
BLVB.L,Consolidated Total,CONSTL,,FY0
BGEO.L,,,,FY0
IDLA.PA,France,"484121,488510,493110",2655521190.06849,FY0
IDLA.PA,International,"484121,488510,493110",,FY0
IDLA.PA,Segment Total,SEGMTL,,FY0
IDLA.PA,Consolidated Total,CONSTL,,FY0
GMLJ.J,Other,212390,341106000.0,FY0
GMLJ.J,Fabergé,525990,,FY0
GMLJ.J,Corporate,"212390,423940",,FY0
GMLJ.J,KAGEM,212390,,FY0
GMLJ.J,MRM,212390,,FY0
GMLJ.J,Segment Total,SEGMTL,,FY0
GMLJ.J,Consolidated Total,CONSTL,,FY0
SBOS.OL,Property Development,"236115,236116,531110",295654468.432603,FY0
SBOS.OL,Segment Total,SEGMTL,,FY0
SBOS.OL,Other,EXPOTH,,FY0
SBOS.OL,Consolidated Total,CONSTL,,FY0
CRADb.ST,Products,334510,28951939.8912354,FY0
CRADb.ST,Service,334510,,FY0
CRADb.ST,Segment Total,SEGMTL,,FY0
CRADb.ST,Consolidated Total,CONSTL,,FY0
ZUGN.S,Real Estate,"531110,531120",86334919.9480744,FY0
ZUGN.S,Corporate & Eliminations,OTHERS,,FY0
ZUGN.S,Hotel & catering,OTHERS,,FY0
ZUGN.S,Segment Total,SEGMTL,,FY0
ZUGN.S,Consolidated Total,CONSTL,,FY0
G5EN.ST,Wireless Service Solutions,513210,134525740.310152,FY0
G5EN.ST,Segment Total,SEGMTL,,FY0
G5EN.ST,Consolidated Total,CONSTL,,FY0
EWRK.ST,Sweden,"541512,541513,541519,541611",1544029862.21872,FY0
EWRK.ST,Finland,"541512,541513,541519,541611",,FY0
EWRK.ST,Denmark,"541512,541513,541519,541611",,FY0
EWRK.ST,Norway,"541512,541513,541519,541611",,FY0
EWRK.ST,Polen,"541512,541519,541611",,FY0
EWRK.ST,Segment Total,SEGMTL,,FY0
EWRK.ST,Consolidated Total,CONSTL,,FY0
TLXGn.DE,Insurance Industry,524210,,FY0
TLXGn.DE,Private and Corporate Insurance Germany,524113,,FY0
TLXGn.DE,Private and Corporate Insurance International,524113,,FY0
TLXGn.DE,Reinsurance,524130,,FY0
TLXGn.DE,Segment Total,SEGMTL,,FY0
TLXGn.DE,Group Functions,EXPOTH,,FY0
TLXGn.DE,Consolidation,EXPOTH,,FY0
TLXGn.DE,Consolidated Total,CONSTL,,FY0
XVIVO.ST,Service,"339112,339113",39901996.5794885,FY0
XVIVO.ST,Thoracic,OTHERS,,FY0
XVIVO.ST,Abdominal,OTHERS,,FY0
XVIVO.ST,Segment Total,SEGMTL,,FY0
XVIVO.ST,Consolidated Total,CONSTL,,FY0
DLGD.L,Motor,524128,,FY0
DLGD.L,Home,524126,,FY0
DLGD.L,Rescue and other personal lines,"524127,524128",,FY0
DLGD.L,Commercial,"524126,524127,524210",,FY0
DLGD.L,Run-off,524128,,FY0
DLGD.L,Segment Total,SEGMTL,,FY0
DLGD.L,Consolidated Total,CONSTL,,FY0
LEON.S,,,521692990.047598,FY0
O2Dn.DE,Wireline Business,517111,8801369863.0137,FY0
O2Dn.DE,Wireless Service,517121,,FY0
O2Dn.DE,Handset,517121,,FY0
O2Dn.DE,Segment Total,SEGMTL,,FY0
O2Dn.DE,Other,EXPOTH,,FY0
O2Dn.DE,Consolidated Total,CONSTL,,FY0
OGUNb.ST,Consultant rental,561499,48536194.0083399,FY0
OGUNb.ST,Recruitment,541612,,FY0
OGUNb.ST,Segment Total,SEGMTL,,FY0
OGUNb.ST,Other,EXPOTH,,FY0
OGUNb.ST,Consolidated Total,CONSTL,,FY0
BRGB.OL,Fine Chemicals,325199,702393712.040014,FY0
BRGB.OL,Bio Solutions,"325199,325211",,FY0
BRGB.OL,Bio Materials,325411,,FY0
BRGB.OL,Segment Total,SEGMTL,,FY0
BRGB.OL,Eliminations,ICELIM,,FY0
BRGB.OL,Consolidated Total,CONSTL,,FY0
SES.MI,Value Added Distribution,423430,3160208939.43401,FY0
SES.MI,Software and System Integration,"541511,541512",,FY0
SES.MI,Corporate &Logistics,493190,,FY0
SES.MI,Business Services,541512,,FY0
SES.MI,Segment Total,SEGMTL,,FY0
SES.MI,Consolidated Total,CONSTL,,FY0
GYC.DE,,,623400042.808219,FY0
ALRR.WA,,,,FY0
LEGn.DE,,,1230094178.08219,FY0
MDG.WA,Services,334510,14327584.2375785,FY0
MDG.WA,Devices,334510,,FY0
MDG.WA,Segment Total,SEGMTL,,FY0
MDG.WA,Consolidated Total,CONSTL,,FY0
CRST.L,,,1047802550.69272,FY0
SIILI.HE,,,126641695.205479,FY0
ADOC.PA,,,12250642.1232877,FY0
DLXG.DE,,,80648544.5205479,FY0
RCN.L,Provision of managed services to customers,541512,174727131.457889,FY0
RCN.L,Segment Total,SEGMTL,,FY0
RCN.L,Consolidated Total,CONSTL,,FY0
NVGS.N,,,473792000.0,FY0
CCH.L,Established,"311919,312111,312112,312120",9844178082.19178,FY0
CCH.L,Developing,"311919,312111,312112,312120",,FY0
CCH.L,Emerging,"311919,312111,312112,312120",,FY0
CCH.L,Segment Total,SEGMTL,,FY0
CCH.L,Consolidated Total,CONSTL,,FY0
ASTK.CO,Datacenter,333415,50650000.0,FY0
ASTK.CO,Liquid Cooling,OTHERS,,FY0
ASTK.CO,SimSports,OTHERS,,FY0
ASTK.CO,Segment Total,SEGMTL,,FY0
ASTK.CO,Consolidated Total,CONSTL,,FY0
UKWG.L,,,1240101614.95191,FY0
OCI.AS,Methanol US,325199,9713100000.0,FY0
OCI.AS,Methanol Europe,325199,,FY0
OCI.AS,Nitrogen US,"325120,325199,325311",,FY0
OCI.AS,Nitrogen Europe,"325120,325199,325311",,FY0
OCI.AS,Fertiglobe,OTHERS,,FY0
OCI.AS,Segment Total,SEGMTL,,FY0
OCI.AS,Eliminations,ICELIM,,FY0
OCI.AS,Other,EXPOTH,,FY0
OCI.AS,Consolidated Total,CONSTL,,FY0
CSTM.N,Aerospace & Transportation,"331315,331524",8690068493.15069,FY0
CSTM.N,Automotive Structures & Industry,336999,,FY0
CSTM.N,Packaging & Automotive Rolled Products,"331315,335312",,FY0
CSTM.N,Segment Total,SEGMTL,,FY0
CSTM.N,Intersegment and Other,ICELIM,,FY0
CSTM.N,Holdings & Corporate(,EXPOTH,,FY0
CSTM.N,Consolidated Total,CONSTL,,FY0
EKI.PA,Sold production of goods,334210,136576412.671233,FY0
EKI.PA,Sold production of services,334210,,FY0
EKI.PA,Segment Total,SEGMTL,,FY0
EKI.PA,Consolidated Total,CONSTL,,FY0
FNAC.PA,Technical products,449210,8507491438.35616,FY0
FNAC.PA,Editorial products,449210,,FY0
FNAC.PA,Services,449210,,FY0
FNAC.PA,Appliances,449210,,FY0
FNAC.PA,Segment Total,SEGMTL,,FY0
FNAC.PA,Consolidated Total,CONSTL,,FY0
BPOST.BR,Belgium,492110,4678938356.16438,FY0
BPOST.BR,E Logistics Eurasia,492110,,FY0
BPOST.BR,E Logistics North America,492110,,FY0
BPOST.BR,Eliminations,OTHERS,,FY0
BPOST.BR,Segment Total,SEGMTL,,FY0
BPOST.BR,Corporate,EXPOTH,,FY0
BPOST.BR,Consolidated Total,CONSTL,,FY0
MATAS.CO,Associated stores,456120,653460446.83793,FY0
MATAS.CO,High End Beauty,456120,,FY0
MATAS.CO,Mass Beauty,456120,,FY0
MATAS.CO,Health & Wellbeing,456191,,FY0
MATAS.CO,Other,OTHERS,,FY0
MATAS.CO,Segment Total,SEGMTL,,FY0
MATAS.CO,Consolidated Total,CONSTL,,FY0
KGX.DE,Industrial Trucks & Services,"333924,522220",11917380136.9863,FY0
KGX.DE,Supply Chain Solutions,"513210,541512",,FY0
KGX.DE,Corporate Services,"541611,551112",,FY0
KGX.DE,Consolidation /Reconciliation,OTHERS,,FY0
KGX.DE,Segment Total,SEGMTL,,FY0
KGX.DE,Consolidated Total,CONSTL,,FY0
VNAn.DE,Rental,"531110,531390",4439105308.21918,FY0
VNAn.DE,Value-add,"531390,541310,541410",,FY0
VNAn.DE,Recurring Sales,531390,,FY0
VNAn.DE,Development,236116,,FY0
VNAn.DE,Other,"531390,561499",,FY0
VNAn.DE,Consolidation,531110,,FY0
VNAn.DE,German living,"531110,531120",,FY0
VNAn.DE,Segment Total,SEGMTL,,FY0
VNAn.DE,Consolidated Total,CONSTL,,FY0
ABDP.L,United kingdom,"334511,334519",93330156.6640324,FY0
ABDP.L,Rest of Europe,"334511,334519",,FY0
ABDP.L,North America,"334511,334519",,FY0
ABDP.L,Rest of the World,"334511,334519",,FY0
ABDP.L,Asia Pacific,"334511,334519",,FY0
ABDP.L,Segment Total,SEGMTL,,FY0
ABDP.L,Consolidated Total,CONSTL,,FY0
TAALA.HE,Renewable energy,221118,64479880.1369863,FY0
TAALA.HE,Strategic Investments (Garantia),523910,,FY0
TAALA.HE,Other,OTHERS,,FY0
TAALA.HE,Other private asset management,OTHERS,,FY0
TAALA.HE,Segment Total,SEGMTL,,FY0
TAALA.HE,Consolidated Total,CONSTL,,FY0
KWS.L,Create,513210,739210188.356164,FY0
KWS.L,Globalize,513210,,FY0
KWS.L,Engage,513210,,FY0
KWS.L,Segment Total,SEGMTL,,FY0
KWS.L,Consolidated Total,CONSTL,,FY0
ROSNN.BX,,,1379203799.74437,FY0
CNHI.MI,Agricultural,333111,23473000000.0,FY0
CNHI.MI,Construction,333120,,FY0
CNHI.MI,Financial Services,"522220,522299",,FY0
CNHI.MI,"Unallocated items, eliminations & Adjustments",OTHERS,,FY0
CNHI.MI,Segment Total,SEGMTL,,FY0
CNHI.MI,Eliminations & Other,ICELIM,,FY0
CNHI.MI,Consolidated Total,CONSTL,,FY0
BVXP.L,,,16281814.1396176,FY0
OVARO.HE,Real Estate Investment,531311,5254708.90410959,FY0
OVARO.HE,Segment Total,SEGMTL,,FY0
OVARO.HE,Consolidated Total,CONSTL,,FY0
CMBN.S,,,,FY0
FOXT.L,Sales,531210,169747777.172927,FY0
FOXT.L,Lettings,531110,,FY0
FOXT.L,Mortgage Broking,522310,,FY0
FOXT.L,Segment Total,SEGMTL,,FY0
FOXT.L,Consolidated Total,CONSTL,,FY0
BST1.DE,Books,513130,108407851.808496,FY0
BST1.DE,Novel and puzzle books,513130,,FY0
BST1.DE,Segment Total,SEGMTL,,FY0
BST1.DE,Inter-segment,ICELIM,,FY0
BST1.DE,Consolidated Total,CONSTL,,FY0
ALLE.N,Allegion Americas,561621,3271900000.0,FY0
ALLE.N,Allegion International,561621,,FY0
ALLE.N,Segment Total,SEGMTL,,FY0
ALLE.N,Consolidated Total,CONSTL,,FY0
CRTO.OQ,Marketing Solutions,541810,2017003000.0,FY0
CRTO.OQ,Retail Media,541810,,FY0
CRTO.OQ,Iponweb,541810,,FY0
CRTO.OQ,Segment Total,SEGMTL,,FY0
CRTO.OQ,Consolidated Total,CONSTL,,FY0
DLNG.N,,,131657000.0,FY0
MONC.MI,Wholesale,315250,2785627140.41096,FY0
MONC.MI,Retail,315120,,FY0
MONC.MI,Segment Total,SEGMTL,,FY0
MONC.MI,Consolidated Total,CONSTL,,FY0
TRIG.L,,,671634911.994193,FY0
VALMT.HE,Services,"333248,541330,541690,561499",5430222602.73973,FY0
VALMT.HE,Pulp and Energy,"333248,541690,561499",,FY0
VALMT.HE,Paper,"333243,333248,541330,561499",,FY0
VALMT.HE,Automation,"333248,541330,541690,561499",,FY0
VALMT.HE,Segment Total,SEGMTL,,FY0
VALMT.HE,Consolidated Total,CONSTL,,FY0
JUSTJ.L,,,,FY0
TKTT.PA,Sports,449121,3594713184.93151,FY0
TKTT.PA,Central,326199,,FY0
TKTT.PA,Flooring -EMEA,"238330,326199",,FY0
TKTT.PA,Flooring-North America,"238330,326199",,FY0
TKTT.PA,"Flooring-CIS,APAC and Latin America","238330,326199",,FY0
TKTT.PA,Segment Total,SEGMTL,,FY0
TKTT.PA,Consolidated Total,CONSTL,,FY0
BBOXT.L,,,249198572.551866,FY0
CTT.LS,Mail,491110,843944488.441781,FY0
CTT.LS,Financial Services & Retail,522320,,FY0
CTT.LS,Express & parcel,491110,,FY0
CTT.LS,Bank,"522110,522320",,FY0
CTT.LS,Segment Total,SEGMTL,,FY0
CTT.LS,Consolidated Total,CONSTL,,FY0
NOHOP.HE,,,334760273.972603,FY0
PLAZb.ST,Central Gothenburg,531120,118084513.537923,FY0
PLAZb.ST,Project-buildings,"236220,531120",,FY0
PLAZb.ST,South/West Gothenburg,531120,,FY0
PLAZb.ST,North/East Gothenburg,531120,,FY0
PLAZb.ST,Industry / logistics,"236220,531120",,FY0
PLAZb.ST,Segment Total,SEGMTL,,FY0
PLAZb.ST,Consolidated Total,CONSTL,,FY0
SNG.BX,Production,211120,2894142891.1852,FY0
SNG.BX,Storage,493190,,FY0
SNG.BX,Other,"211130,237310,541330,541614",,FY0
SNG.BX,Electricity,221118,,FY0
SNG.BX,Consolidation Adjustment,OTHERS,,FY0
SNG.BX,Segment Total,SEGMTL,,FY0
SNG.BX,Consolidated Total,CONSTL,,FY0
MCON.I,Drilling Equipment manufacturer,"333131,333132",181943493.150685,FY0
MCON.I,Segment Total,SEGMTL,,FY0
MCON.I,Consolidated Total,CONSTL,,FY0
VINP.WA,,,26459166.1907481,FY0
GTT.PA,LNGC,211120,329895119.863014,FY0
GTT.PA,FSRU,211120,,FY0
GTT.PA,FPSO,211130,,FY0
GTT.PA,Barges,483113,,FY0
GTT.PA,GNL,221210,,FY0
GTT.PA,GBS,213112,,FY0
GTT.PA,Ship Services,213112,,FY0
GTT.PA,Service Approvals,213112,,FY0
GTT.PA,Studies,213112,,FY0
GTT.PA,Training,213112,,FY0
GTT.PA,Other Services,213112,,FY0
GTT.PA,Revenue from Hydrogen,213112,,FY0
GTT.PA,Segment Total,SEGMTL,,FY0
GTT.PA,Consolidated Total,CONSTL,,FY0
MUXG.DE,Automotive,336390,4015089897.26027,FY0
MUXG.DE,Engineering and Technology,237120,,FY0
MUXG.DE,Goods & Services,"237120,322120,326112",,FY0
MUXG.DE,Segment Total,SEGMTL,,FY0
MUXG.DE,Corporate/Consolidation,EXPOTH,,FY0
MUXG.DE,Consolidated Total,CONSTL,,FY0
NIOX.L,operating-NIOX,"325412,541714",37863666.6061816,FY0
NIOX.L,Operating-Head office costs,OTHERS,,FY0
NIOX.L,Segment Total,SEGMTL,,FY0
NIOX.L,Consolidated Total,CONSTL,,FY0
BUFAB.ST,North,423710,810065527.777244,FY0
BUFAB.ST,West,423710,,FY0
BUFAB.ST,East,423710,,FY0
BUFAB.ST,UK/ North America,423710,,FY0
BUFAB.ST,Other,OTHERS,,FY0
BUFAB.ST,Segment Total,SEGMTL,,FY0
BUFAB.ST,Consolidated Total,CONSTL,,FY0
LMN.S,Online Travel Agency,"519290,561510",315025684.931507,FY0
LMN.S,Metasearch,"519290,561510",,FY0
LMN.S,Other,561499,,FY0
LMN.S,Segment Total,SEGMTL,,FY0
LMN.S,Consolidated Total,CONSTL,,FY0
ISS.CO,Continental Europe,"561320,561612,561720,722320",11017893388.2275,FY0
ISS.CO,Northern Europe,"561320,561612,561720,722320",,FY0
ISS.CO,Asia & Pacific,"561320,561612,561720,722320",,FY0
ISS.CO,Americas,"561320,561612,561720,722320",,FY0
ISS.CO,Other Countries,"561320,561612,561720,722320",,FY0
ISS.CO,Segment Total,SEGMTL,,FY0
ISS.CO,Corporate / eliminations,ICELIM,,FY0
ISS.CO,Consolidated Total,CONSTL,,FY0
PETSP.L,Retail,459910,1738818168.30948,FY0
PETSP.L,Vet Group,"459910,541940",,FY0
PETSP.L,Central,OTHERS,,FY0
PETSP.L,Segment Total,SEGMTL,,FY0
PETSP.L,Consolidated Total,CONSTL,,FY0
SFSN.S,Engineered Components,"332510,332722,541330,541380",2962678494.15837,FY0
SFSN.S,Fastening Systems,"332510,332722",,FY0
SFSN.S,Distribution&logistics,541614,,FY0
SFSN.S,Others,551114,,FY0
SFSN.S,Segment Total,SEGMTL,,FY0
SFSN.S,Consolidated Total,CONSTL,,FY0
EDRE.MC,Core,561510,637073889.810208,FY0
EDRE.MC,Expansion,561599,,FY0
EDRE.MC,Segment Total,SEGMTL,,FY0
EDRE.MC,Consolidated Total,CONSTL,,FY0
HIAG.S,Yielding portfolio,"531110,531120",73205322.3712679,FY0
HIAG.S,Redevelopment portfolio,"236210,236220,531120",,FY0
HIAG.S,Transaction,531390,,FY0
HIAG.S,Others,OTHERS,,FY0
HIAG.S,Segment Total,SEGMTL,,FY0
HIAG.S,Intersegment Elimination,ICELIM,,FY0
HIAG.S,Consolidated Total,CONSTL,,FY0
HTRO.ST,Services,334419,631641653.375353,FY0
HTRO.ST,Goods,334419,,FY0
HTRO.ST,Segment Total,SEGMTL,,FY0
HTRO.ST,Consolidated Total,CONSTL,,FY0
VERK.HE,,,581246789.383562,FY0
ANIM.MI,,,1070062071.91781,FY0
SAGA.L,Travel,"483112,561520",817676699.232466,FY0
SAGA.L,Motor broking,524126,,FY0
SAGA.L,Home broking,524126,,FY0
SAGA.L,Other insurance broking,524114,,FY0
SAGA.L,Other Businesses and Central Costs,"513120,522291,623312",,FY0
SAGA.L,Underwriting,524126,,FY0
SAGA.L,Segment Total,SEGMTL,,FY0
SAGA.L,Adjustments,ICELIM,,FY0
SAGA.L,Consolidated Total,CONSTL,,FY0
SHOE.L,United kingdom,"424340,424990,459999",174278508.135616,FY0
SHOE.L,Republic of Ireland,"424340,424990,459999",,FY0
SHOE.L,Others,OTHERS,,FY0
SHOE.L,Segment Total,SEGMTL,,FY0
SHOE.L,Consolidated Total,CONSTL,,FY0
CARDC.L,Card Factory,"459420,459920,459999,513191",570907612.512166,FY0
CARDC.L,Getting Personal,"449129,459420,459920,459999",,FY0
CARDC.L,Other,OTHERS,,FY0
CARDC.L,Partnerships,OTHERS,,FY0
CARDC.L,cardfactory Online,OTHERS,,FY0
CARDC.L,Segment Total,SEGMTL,,FY0
CARDC.L,Consolidated Total,CONSTL,,FY0
GENG.L,Residential Systems,"326121,326122",752676465.251316,FY0
GENG.L,Commercial & Infrastructure Systems,"326122,327332",,FY0
GENG.L,Inter segment sales,327332,,FY0
GENG.L,Segment Total,SEGMTL,,FY0
GENG.L,Consolidated Total,CONSTL,,FY0
FLOL.L,Flowtechnology,"423830,423840,811310",138832637.754793,FY0
FLOL.L,Central Cost,333995,,FY0
FLOL.L,Fluidpower Group Solutions,"423830,541330",,FY0
FLOL.L,Fluidpower Group Services,"423830,541330",,FY0
FLOL.L,Segment Total,SEGMTL,,FY0
