,Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
865,DEQGn.DE,6010101010,6.32,1.042032854505,FY0
866,WDIG.H,5220304027,19.53,,FY0
867,CLII.MI,5410202019,0.97,0.243356933411821,FY0
868,HRPKk.DE,5910101022,11.699,11.6990229666286,FY0
869,CAPMAN.HE,5510202016,29.81,29.8050663195829,FY0
870,MOBN.S,6010101010,7.599,7.60419178065255,FY0
871,FBI.CY,5410202010,6.553,2.01660838224309,FY0
872,SVIK.ST,5220301010,11.64,11.6345934174902,FY0
873,NEXS.PA,5210203012,17.739,15.8064516129032,FY0
874,CPHN.S,5130102012,28.54,28.5445672212357,FY0
875,MORr.AT,5010203011,45.24,60.0554652504622,FY0
876,EMMN.S,5410202019,16.219,16.2235278747735,FY0
877,ROSNP.BX,5010203010,27.5,27.5734505345781,FY0
878,ADDTb.ST,5440101010,30.41,32.8030718595721,FY0
879,LAGRb.ST,5210203010,28.949,28.9478709184648,FY0
880,TWSr.AT,5910301010,8.24,-2.17796238064979,FY0
881,JHX.AX,5120201012,41.13,34.7790646333594,FY0
882,MSTT.MM,5220102012,14.139,-61.8654663665916,FY0
883,KEPr.AT,5410202010,0.59,4.78167477956847,FY0
884,ITRK.L,5220304010,28.89,24.4125105663567,FY0
885,AKRN.MM,5110102011,6.38,,FY0
886,REJLb.ST,5220304010,18.46,14.5341522977873,FY0
887,ADXR.MC,5910401010,2.7,2.68431432038835,FY0
888,PREN.PFT,5910101012,7.6,,FY0
889,IGHZ.ZA,5220102015,0.42,,FY0
890,GALP.LS,5010201010,24.429,,FY0
891,DVLP.WA,6010101010,16.4,16.3987907030701,FY0
892,AMG.AS,5120105010,58.34,49.4314131862601,FY0
893,GRNT.MKE,5220102010,14.56,,FY0
894,MPT.MKE,5010203010,4.014,,FY0
895,JHG.N,5510202010,9.44,8.03936192713146,FY0
896,LACR.PA,5210203010,6.35,7.23760188923593,FY0
897,CATb.ST,5510202010,25.47,25.4602022297122,FY0
898,HWG.L,6010101010,4.719,4.71571543762408,FY0
899,SOLARb.CO,5220102016,33.99,33.9943342776204,FY0
900,HEIJ.AS,5220102010,20.53,20.3830285116079,FY0
901,HRMr.AT,5220102010,18.76,15.8810644685858,FY0
902,ELSRr.AT,5120102010,2.75,13.2847096747331,FY0
903,MSZ.WA,5220102010,14.099,15.3079692796813,FY0
904,JMT.LS,5430102012,25.6,25.6020828813192,FY0
905,ARDS.AS,5220102010,14.599,13.1440938135087,FY0
906,FPARa.ST,6010101010,5.6,0.499121369187377,FY0
907,KLR.L,5220102010,15.88,9.8458904109589,FY0
908,HEBAb.ST,6010101050,3.27,-1.85113337039641,FY0
909,ATRLJb.ST,6010101030,3.43,15.6834058739622,FY0
910,III.L,5510202010,30.899,30.9007365362524,FY0
911,DCC.L,5440101010,15.31,11.3534204260073,FY0
912,DBG.PA,5220301010,29.3,29.3677770224337,FY0
913,ASPO.HE,5440101010,32.81,22.5579879446597,FY0
914,WYWYN.L,5410202010,15.78,14.5011272168951,FY0
915,GRANG.ST,5120103011,9.433,9.24947145877378,FY0
916,SGCG.DE,5210203010,26.98,26.6581632653061,FY0
917,BDXP.WA,5220102010,88.82,41.4678789458819,FY0
918,SEM.LS,5130102010,25.42,24.8183557269163,FY0
919,MYTr.AT,5910401010,26.309,25.5409290196709,FY0
920,MOTA.LS,5220102010,21.77,22.8518687878898,FY0
921,NWF.L,5010203013,21.233,20.4109589041096,FY0
922,MOLB.BU,5010203010,26.6,19.6019477995219,FY0
923,LOUP.PA,5410202016,12.529,12.5327879412882,FY0
924,KTY.WA,5120103010,36.579,36.5751195952968,FY0
925,RLP.WA,5210203017,1.3,1.3073400497187,FY0
926,ECH.WA,6010101050,7.65,7.65182999998796,FY0
927,SAGO.MM,5910101010,1.03,18.9774927329304,FY0
928,UPM.HE,5130102010,12.029,13.0717834504026,FY0
929,NTGNT.CO,5240503010,67.03,63.2255525677182,FY0
930,FLUX.BR,5010303010,13.05,13.0489499264002,FY0
931,BDTG.DE,5220304010,5.03,5.02787049438903,FY0
932,MERG.L,5220304016,13.48,13.482835598409,FY0
933,IPX.L,5510202011,45.08,47.8343385605147,FY0
934,KIE.L,5220102010,15.516,7.69230769230769,FY0
935,IRC.MI,5210203012,6.879,6.65087588372504,FY0
936,COGP.WA,5120102013,65.0,65.6730953345519,FY0
937,BBHKk.H,5510202016,2.849,-32.1880290546486,FY0
938,ICP1V.HE,5210203010,36.715,,FY0
939,CAST.ST,6010101010,5.76,2.47185615209684,FY0
940,ATTP.WA,5110102010,7.35,7.34893560944347,FY0
941,CICG.LJ,5110101010,21.74,21.7430265047689,FY0
942,ATGR.ZA,5410202010,6.2,6.17324373857492,FY0
943,FEN.L,5510202010,12.259,4.77769391011113,FY0
944,BRKN.S,5220102010,36.969,36.9682128109094,FY0
945,BVI.PA,5220304010,30.5,26.6640004570645,FY0
947,OAP3.L,5510202015,3.062,11.27957782814,FY0
948,SYSR.ST,5210203015,22.88,22.8966610871289,FY0
949,ENDUR.OL,5210205012,1.01,1.01432313436995,FY0
950,MTCM.MI,5220102010,18.26,18.2550013911087,FY0
951,KMCP.OL,6010101020,13.71,11.5831976224063,FY0
952,EAST9.ST,6010101020,25.4,25.4433576515912,FY0
953,RTA4.MC,5510202010,17.78,17.5345766547544,FY0
954,FREY.PA,6010101030,4.85,13.6384407999979,FY0
955,MRK1T.TL,5220102010,7.6,19.7139653867386,FY0
956,EDPR.LS,5910102012,6.81,6.72389065971824,FY0
957,BREE.L,5120201010,11.91,11.2889468666901,FY0
958,RAMA.LS,5120102010,15.2,15.1971882608829,FY0
959,MLCOR.EUA,5210203014,13.678,,FY0
960,KLUr.AT,5910101010,10.549,-5.61839896419921,FY0
961,YAR.OL,5110102011,35.65,35.3983428935628,FY0
962,GTCP.WA,6010101010,2.12,2.11531641423553,FY0
963,MBH.L,5120201011,11.5,10.1979976219607,FY0
964,AZMT.MI,5510202010,31.51,30.1677640506891,FY0
965,PFD.L,5410202010,7.629,6.28926499364894,FY0
966,GOODG.L,5910101010,6.04,26.6991069217209,FY0
967,PAYP.L,5220304027,41.35,35.6051125289785,FY0
968,BEG.L,5220304010,19.35,3.44772451366476,FY0
969,NEXI.PA,6010101010,9.6,9.62270213593547,FY0
970,RSTP.L,5220304010,15.602,6.2407132243685,FY0
971,SEAF.ST,5560101010,1.28,1.27349372058155,FY0
972,ASCI.MI,5910201011,3.77,3.5966760893324,FY0
973,AKE.PA,5110101010,17.1,15.5535524051463,FY0
974,CIEP.WA,5110101010,22.19,22.2314024632935,FY0
975,M4NG.DE,5220102010,5.299,-3.67029873312132,FY0
976,HRGV.L,5510202011,54.903,50.4047322540473,FY0
977,TIP.MI,5510202010,11.22,11.2231936380508,FY0
978,BEGR.ST,5120102013,21.199,21.2459016393443,FY0
979,SALM.OL,5410202018,18.645,19.6682730463749,FY0
980,RENE.LS,5910101010,7.64,9.55057177720297,FY0
981,TGN.BX,5010303012,8.8,8.87177972564692,FY0
982,EUR.WA,5430102010,9.519,9.5235387327795,FY0
983,F3CG.DE,5020101012,2.629,2.63283986106451,FY0
984,DPL.WA,5120102016,18.085,6.81118371930864,FY0
985,DDJH.ZA,5440101010,1.85,,FY0
986,BRK.L,5510202010,15.922,11.8710529844425,FY0
987,ALSS.LS,5130102013,26.969,26.455212586129,FY0
988,NESTE.HE,5010203010,30.53,24.6749003463373,FY0
989,ATYM.L,5120105012,7.25,7.2538758078702,FY0
990,PEPP.WA,5910101010,6.47,6.47424651228602,FY0
991,MARR.MI,5430102011,7.679,7.6849155672365,FY0
992,TSTL.L,5220301011,16.7,14.7803326485985,FY0
993,WIHL.ST,6010101010,5.46,10.0953053300388,FY0
994,AAK.ST,5410202020,13.2,13.1995973004213,FY0
995,TVE1T.TL,5910301011,7.43,7.43084960618088,FY0
996,ALFRE.PA,5220304010,14.24,14.2350828555227,FY0
997,GPEP.PA,5220301012,23.39,23.2730808326336,FY0
998,SRC.L,5120201010,11.941,7.27837852321471,FY0
999,COTE.BX,5010303013,7.86,9.12180215578148,FY0
1000,LQAG.DE,5510202010,12.7,-18.5020021842009,FY0
1001,TX.N,5120102013,15.7,15.7948057497755,FY0
1002,DRX.L,5910101010,26.239,6.55598782789569,FY0
1003,IMPN.S,5220102010,25.859,25.8595279416012,FY0
1004,KZRUI.RTS,5010101010,36.03,,FY0
1005,B8AG.DE,5560101010,79.482,1.82233623709328,FY0
1006,VESTUM.ST,5220102010,14.16,3.71625863151287,FY0
1007,BPM.L,5510202010,14.3,13.389527831439,FY0
1008,VALS.MI,5410202010,9.9,9.93421664393848,FY0
1009,PGHN.S,5510202016,37.82,37.8151576729134,FY0
1010,PATGn.DE,6010101010,2.28,0.573136921419104,FY0
1011,REN.MC,6010101010,4.65,,FY0
1012,CATE.ST,6010101010,5.57,14.2816256439611,FY0
1013,MGNT.MM,5430102010,26.589,14.4585813271412,FY0
1014,DIOS.ST,6010101010,7.259,6.95987589618884,FY0
1015,B7EG.DE,5510202016,12.41,12.4053386462283,FY0
1016,TEL.N,5210203013,19.12,17.0357446427773,FY0
1017,ALUPG.PA,5210203010,14.825,10.9281199180473,FY0
1018,GAMQ.MC,5220304018,8.609,8.60630642270896,FY0
1019,AUSS.OL,5410202018,8.83,17.3561495835221,FY0
1020,O4BG.DE,5510202010,15.94,15.9386831655739,FY0
1021,OGKB.MM,5910101012,12.339,,FY0
1022,H5EG.DE,6010101050,1.69,1.6575151453083,FY0
1023,ASHM.L,5510202011,9.09,9.03568716780562,FY0
1024,AER.N,5220304018,13.369,-4.44221394537793,FY0
1025,MSTSI.RTS,5220102012,110.28,6.76064087056704,FY0
1026,WXFB.VI,5220102011,29.1,29.0654598746167,FY0
1027,GEMD.L,5120101013,5.9,6.51546286160563,FY0
1028,VZN.S,5510202011,20.736,20.7166136283552,FY0
1029,SERIT.MI,5220304010,3.1,3.06451226044756,FY0
1030,ANNEb.ST,6010101010,2.432,9.67741935483871,FY0
1031,B7C.MI,5010303010,33.27,33.2682943675104,FY0
1032,SRET.L,6010101010,7.689,6.66735908921865,FY0
1033,GSFG.OL,5410201019,23.1,19.1514323583431,FY0
1034,NMAN.ST,5220301011,16.839,16.8395706857245,FY0
1035,HFG.L,5410202010,13.503,5.94398434274089,FY0
1036,OGN.I,5410201011,15.402,12.5482867575642,FY0
1037,FXPO.L,5120102011,14.278,14.2780651483979,FY0
1038,SLRS.MC,5910102012,30.42,30.4915151792199,FY0
1039,TRNF_p.MM,5010303013,6.18,6.3363235816365,FY0
1040,CEZP.PR,5910101010,38.469,38.4709893710237,FY0
1041,BMCP.WA,5010101010,58.61,58.6142191266725,FY0
1042,ALRS.MM,5120101013,37.43,37.2927848324443,FY0
1043,LOOMIS.ST,5220304010,15.82,14.2223011363636,FY0
1044,CLOEb.ST,5410202023,13.524,5.78399411084236,FY0
1045,ESUN.S,5910101022,13.06,13.0626688725224,FY0
1046,INF.L,5220304026,5.519,2.14254177026933,FY0
1047,ATC.WA,5130102011,58.679,50.4850073367161,FY0
1048,PGE.WA,5910101010,6.56,6.58801171905931,FY0
1049,FEES.MM,5910101010,6.41,2.61149919728445,FY0
1050,BURF.L,5510202010,1.77,1.77440106838651,FY0
1051,STNG.N,5010303014,29.339,29.3411478045627,FY0
1052,BAKKA.OL,5410201019,11.384,13.6283958906604,FY0
1053,ORON.S,5410202010,37.72,37.721458846476,FY0
1054,JSW.WA,5010101010,64.94,64.6392285761914,FY0
1055,CHRH.CO,5410202026,12.769,12.1908649069574,FY0
1056,DR0G.DE,5120108010,65.65,71.0072235014518,FY0
1057,LYB.N,5110101010,33.52,31.7656192538716,FY0
1058,MBR.WA,5220301012,46.66,62.2662590320947,FY0
1059,MRKV.MM,5910101010,2.51,1.44871471221113,FY0
1060,JUP.L,5510202011,7.144,5.49280431167938,FY0
1061,MLGP.WA,6010101040,19.5,19.5439091334773,FY0
1062,IVS.MI,5430102014,1.6,1.59526329513905,FY0
1063,GLEN.L,5120108010,42.27,38.7727918872634,FY0
1064,AGRO.N,5410202022,11.61,10.1167082200944,FY0
1065,APAM.AS,5120102013,19.75,19.7472353870458,FY0
1066,STEFb.ST,6010101040,5.089,3.94551432597464,FY0
1067,ISS.CO,5220304010,23.34,21.7261401431873,FY0
1068,BOWP.WA,5120102010,11.54,37.3967013199068,FY0
1069,CAML.L,5120105012,21.923,8.71738001679476,FY0
1070,AMAV.VI,5120103011,16.309,16.3130286284099,FY0
1071,FREN.S,6010101010,3.944,4.41973487942343,FY0
1072,APPS.MC,5220304010,18.13,7.93872480557475,FY0
1073,HTRO.ST,5210203010,35.62,36.0301120130606,FY0
1074,SBOS.OL,6010101050,14.12,14.1211104237196,FY0
1075,ALNG.OL,5010303010,18.789,4.6968696983071,FY0
1076,EVRE.L,5120102013,126.84,243.585237258348,FY0
1077,ORSTED.CO,5910101010,21.42,21.4247321724405,FY0
1078,BKWB.S,5910101010,13.779,13.7811842500751,FY0
1079,SPIE.PA,5220102010,16.899,8.50810736805959,FY0
1080,GLOG_pa.N,5240503013,5.3,29.0406709381908,FY0
1081,THAJ.J,5120101012,23.398,30.6701426467276,FY0
1082,DKSH.S,5220304010,11.269,11.2746334762986,FY0
1083,MAST.BU,5320302010,24.28,24.5884294172148,FY0
1084,GYC.DE,6010101050,4.59,3.24468746272592,FY0
1085,DUKE.L,5510202010,8.39,13.1843876177658,FY0
1086,ZUGN.S,6010101010,3.64,4.06572375245872,FY0
1087,PKPP.WA,5240503011,3.5,4.71825934486331,FY0
1088,MSPJ.J,6010101010,8.123,9.58513445117989,FY0
1089,ABOG.DE,5910101010,14.42,13.9978676111824,FY0
1090,LEGn.DE,6010101050,0.69,2.6019514635977,FY0
1091,OCI.AS,5110102010,62.159,57.2512550026604,FY0
1092,TAALA.HE,5510202010,9.9,9.55917979390525,FY0
1093,NVGS.N,5010303014,4.8,4.69814549200582,FY0
1094,CSTM.N,5120103010,61.289,59.9004975124378,FY0
1095,TARP.WA,5410202016,14.32,24.1570288975071,FY0
1096,CAV1V.HE,5220102010,33.77,24.8736664795059,FY0
1097,VNAn.DE,6010101050,5.429,-2.00472689566265,FY0
1098,GTT.PA,5010303010,50.49,50.4936774640568,FY0
1099,FLOT.MM,5010303010,0.91,,FY0
1100,FOXT.L,6010101050,7.807,7.76861518462851,FY0
1101,ROSNN.BX,5910101013,29.399,29.2519723596446,FY0
1102,AGAT.MI,5220102021,39.38,,FY0
1103,PENP.WA,5910101022,7.0,10.3121935272965,FY0
1104,TPFG.L,6010101050,25.85,20.5046021188183,FY0
1105,VOW.OL,5220301012,7.24,2.71837277825302,FY0
1106,GLOP_pa.N,5010303011,14.81,14.5822406573748,FY0
1107,NOMD.N,5410202030,11.96,10.1851096795238,FY0
1108,ANIM.MI,5510202011,11.0,8.50431583415877,FY0
1109,HIAG.S,6010101010,9.689,9.69208996719611,FY0
1110,FAN.L,5210203015,23.4,17.2044644234067,FY0
1111,SCST.ST,5410202016,6.2,6.16390380574364,FY0
1112,TOR.WA,5220102013,52.42,52.4161311108957,FY0
1113,EQLS.L,5220304027,13.522,7.72627458468589,FY0
1114,ELIS.PA,5220304016,11.35,6.57402200979998,FY0
1115,ABSO.ST,5220301011,24.79,24.7898648323043,FY0
1116,ABL.OL,5220102010,10.503,9.23313177848162,FY0
1117,RKET.H,5560101010,7.049,7.17842949846572,FY0
1118,ENTRA.OL,6010101020,5.929,-2.08018898877879,FY0
1119,MULTI.OL,5220304010,32.89,32.8904557816225,FY0
1120,HUMBLE.ST,5440101010,1.649,-1.00741569889464,FY0
1121,SBBb.ST,6010101010,0.88,-19.1243439151949,FY0
1122,LIFCOb.ST,5560101010,23.31,23.3136540635599,FY0
1123,KOJAMO.HE,6010101050,3.903,-9.86429805082655,FY0
1124,BRAV.ST,5220102010,17.23,17.2240348015226,FY0
1125,NP3.ST,6010101010,7.009,16.0402403241582,FY0
1126,SDIPpref.ST,5220102010,14.139,13.6754117354962,FY0
1127,FC9.DE,6010101030,12.5,12.50374657078,FY0
1128,PLANZ.S,6010101010,3.36,3.35544328413798,FY0
1129,TINCC.BR,5510202010,7.76,5.42026040536728,FY0
1130,COOR.ST,5220304010,21.01,13.0423750317178,FY0
1131,GREG.MC,5020101019,5.099,5.09575246800008,FY0
1132,VOLO.ST,5440101010,19.789,17.6396893009271,FY0
1133,LKD.WA,5220102010,13.7,13.6992853222626,FY0
1134,TNOM.HE,5220304011,23.429,23.42769792742,FY0
1135,AT1.DE,6010101010,3.53,-6.41287545541754,FY0
1136,ORSO.MI,5430102011,17.15,17.1496454730039,FY0
1137,UNTP.WA,5010203013,53.0,72.5969037771434,FY0
1138,CONSTI.HE,5220102010,24.92,24.9203903441192,FY0
1139,GPGR.ST,6010101010,1.75,5.66593332205111,FY0
1140,POLNP.L,5510202010,5.62,5.62739558172276,FY0
1141,SIFG.AS,5020101011,6.98,6.97571018471085,FY0
1142,YU.L,5910401010,45.831,39.603055970769,FY0
1143,GARO.ST,5210203010,28.79,20.6760466712423,FY0
1144,WJG.L,6010101010,21.014,7.41588438871751,FY0
1145,FORT.L,5120201010,25.038,25.8291236547331,FY0
1146,DOMI.MC,5220304010,9.83,13.2947097526654,FY0
1147,FFARM.AS,5410201024,8.63,5.17513520040711,FY0
1148,DEF.DE,6010101030,15.63,15.7008900050645,FY0
1149,PMIP.L,5510202011,14.647,7.38798708820486,FY0
1150,BRINb.ST,6010101010,3.879,9.62330587297369,FY0
1151,VANL.L,5220102010,9.679,9.68109103702324,FY0
1152,IG.MI,5910201011,19.789,20.3660496500217,FY0
1153,BYGGP.ST,5220102010,29.6,-36.0804208435804,FY0
1154,VARN.S,6010101050,24.1,,FY0
1155,DNP.WA,5430102012,31.129,31.1270608235692,FY0
1156,CASHP.MC,5220304014,83.59,83.591857700159,FY0
1157,TKOO.PA,5510202011,10.349,10.3529612629755,FY0
1158,ALDA.PA,5240503010,20.62,20.589871056617,FY0
1159,XPS.L,5510202010,18.482,10.7837763304383,FY0
1160,TPSG.MI,5220304022,13.89,13.894106895365,FY0
1161,HOME.MC,6010101050,10.33,10.2933306817082,FY0
1162,IBU.DE,5110101010,2.189,2.18722392408879,FY0
1163,FONDIA.HE,5220304012,32.316,32.3208134855323,FY0
1164,INSTAL.ST,5220102016,20.789,19.1669738297088,FY0
1165,INDB.MI,5210203015,10.41,10.278898738173,FY0
1166,MTRS.ST,5210203015,13.47,11.9412251655629,FY0
1167,TRIANb.ST,6010101010,4.139,3.38658210090592,FY0
1168,EGR1T.TL,5020101010,16.4,16.2987118624015,FY0
1169,GRPG.I,5910101023,12.317,12.3167829831214,FY0
1170,NRPJ.J,6010101010,8.23,11.4312425733647,FY0
1171,LANDI.S,5210203010,14.31,14.3117362858823,FY0
1172,KETL.L,5210203010,74.09,54.2786021401093,FY0
1173,AEDAS.MC,6010101050,10.81,10.8041789404515,FY0
1174,NDT.MI,5130102011,11.419,11.4214933091465,FY0
1175,NEXA.N,5120105010,13.89,3.47185345824209,FY0
1176,AFM.L,5220304010,23.56,12.7345046156464,FY0
1177,BALCO.ST,5220102016,10.72,10.7119446109006,FY0
1178,ENPG.MM,5120103010,47.969,16.3410033949453,FY0
1179,SSG.OL,6010101040,10.463,-0.473517019838597,FY0
1180,DBA.MI,5220102015,3.25,3.25123740674905,FY0
1181,TITAN.HE,5510202010,46.35,46.3628492822929,FY0
1182,BAKK.L,5410202010,3.514,1.98649185538339,FY0
1183,GTRK.MM,5240503012,3.81,1.95819139121562,FY0
1184,HFGG.DE,5430102010,23.82,13.6750296112846,FY0
1185,KEYS.L,5220304012,41.298,36.6532682857581,FY0
1186,BFSA.DE,5220301012,14.869,14.8774383129752,FY0
1187,QLT.L,5510202011,7.0,10.6480073014907,FY0
1188,TSEC.ST,5220304014,15.109,15.1582181259601,FY0
1189,AWRD.ST,5220304013,4.712,4.7122764057694,FY0
1190,INS2.DE,6010101050,6.969,6.96998267207284,FY0
1191,NEOEN.PA,5910102012,2.77,2.77428264538898,FY0
1192,ELMRA.OL,5910101010,17.289,4.88954541602221,FY0
1193,BSGR.AS,5220201010,9.56,9.55973921324445,FY0
1194,GREENL.ST,5220102015,16.75,16.7524013292666,FY0
1195,JTC.L,5510202010,12.964,9.32117146992248,FY0
1196,HARVIA.HE,5210203015,9.21,30.4570811588987,FY0
1197,DWSG.DE,5510202010,7.82,7.80551905387648,FY0
1198,LUVE.MI,5210203015,25.21,25.4985317262037,FY0
1199,FNTL.L,5510202010,13.585,10.5660377358491,FY0
1200,ESENSE.HE,5220304010,5.8,-16.5565782349756,FY0
1201,CIBUS.ST,6010101030,13.1,12.8561293484869,FY0
1202,RBGP.L,5220304012,14.42,13.4274739939581,FY0
1203,NVT.N,5210203010,15.45,15.2951528367573,FY0
1204,KGHK.L,5220304012,19.379,8.90253605728822,FY0
1205,ANXA.L,5220304012,14.06,14.1872229769349,FY0
1206,MMM.AX,5430102010,125.576,,FY0
1207,ALTUV.PA,5210203010,7.67,7.67388626322681,FY0
1208,PENGb.ST,5220102015,2.59,3.85747956514807,FY0
1209,CPXG.DE,5510202010,18.94,24.3444023475225,FY0
1210,CLVT.N,5220304017,7.24,-50.5931335329135,FY0
1211,ALQ.MC,5220304018,25.53,25.5271906206888,FY0
1212,EDAC.MI,5220102015,53.2,53.2187661234997,FY0
1213,NYFO.ST,6010101010,10.039,9.48530031168394,FY0
1214,VIAFIN.HE,5220304021,15.91,15.9148936170213,FY0
1215,NEXII.MI,5220304027,5.65,1.07937129693123,FY0
1216,JOMA.ST,6010101010,3.511,2.29770978071572,FY0
1217,TITC.BR,5120201012,8.08,,FY0
1218,BRCK.L,5120201010,21.637,16.8066819557505,FY0
1219,EQTAB.ST,5510202016,14.0,3.77241342396831,FY0
1220,AALLON.HE,5220304011,8.99,8.99020349718765,FY0
1221,SCFG.MI,5220102013,13.16,10.5642304882875,FY0
1222,NSKOG.OL,5130102010,50.54,56.8900685689007,FY0
1223,FODELIA.HE,5410202010,0.07,0.071422632747941,FY0
1224,NWLF.MI,5410202010,4.74,4.89018113237201,FY0
1225,ITH.L,5220102010,29.53,,FY0
1226,KFASTb.ST,6010101010,1.4,18.9514066496164,FY0
1227,OET.OL,5010303014,21.655,21.6671574682119,FY0
1228,QAIR.ST,5220301011,7.03,7.03095450325468,FY0
1229,EPICN.S,6010101010,4.7,,FY0
1230,FRP.L,5220304013,36.059,23.6019996654835,FY0
1231,N91.L,5510202010,46.2,47.3889772891653,FY0
1232,JDEP.AS,5410202021,8.48,6.98527746319366,FY0
1233,CLOUD.OL,5910102012,3.81,3.71641896576784,FY0
1234,AKBM.OL,5410201010,1.47,2.66997387430564,FY0
1235,BKHTn.DE,5560101010,11.289,0.413952294423569,FY0
1236,ELIX.L,5220304013,17.42,14.14517795511,FY0
1237,ISLAX.OL,5410201019,17.89,27.5452125036979,FY0
1238,INAI.S,6010101010,4.459,4.46462795546123,FY0
1239,NPAPER.ST,5130102010,69.659,69.6615384615385,FY0
1240,SOLPW.MC,5020101010,8.429,,FY0
1241,SFAST.ST,6010101010,4.24,4.23759640328401,FY0
1242,CADLR.OL,5220102021,8.21,8.2097516354363,FY0
1243,ESGRb.ST,5210203015,23.91,23.6731989427364,FY0
1244,FG.ST,5220102010,16.17,16.1744148002736,FY0
1245,KREATE.HE,5220102012,13.88,13.8046333890614,FY0
1246,RANA.OL,5120102011,70.079,,FY0
1247,VTWRn.H,5220102023,8.679,8.67516273952508,FY0
1248,CTPNV.AS,6010101040,5.65,16.9230036969138,FY0
1249,SITOWS.HE,5220102015,6.79,6.78533288945191,FY0
1250,FIXPq.L,5430102012,978.902,,FY0
1251,VH2.DE,5220102010,11.0,10.9089520366369,FY0
1252,ORTHEX.HE,5110101011,7.46,6.89666384860506,FY0
1253,ECNER.MC,5910102012,14.46,14.4561595847644,FY0
1254,SOLWERS.HE,5220102015,9.88,9.87740499978186,FY0
1255,ANE.MC,5910101020,14.0,13.9963522813639,FY0
1256,OX2SE.ST,5020101019,37.81,37.8116343490305,FY0
1257,PURMO.HE,5210203015,8.79,3.30016374858294,FY0
1258,MASM.OL,5410201019,29.69,36.4417263603169,FY0
1259,ROONE.BX,5220102019,26.47,26.3943842877921,FY0
1260,WISEa.L,5220304027,23.12,23.121387283237,FY0
1261,BPTB.L,5510202010,15.205,,FY0
1262,ARPL.ST,5110101011,7.348,7.10343014173245,FY0
1263,DOLE.N,5410201010,8.199,7.71694196903534,FY0
1264,GVOLT.LS,5910102012,7.0,4.83035739172761,FY0
1265,WPS.L,5220304027,13.48,5.65513535938844,FY0
1266,MAJ.AS,5220304010,35.88,35.8811040339703,FY0
1267,AZE.BR,5220201010,9.24,9.24497271841261,FY0
1268,ANTIN.PA,5510202011,17.3,-3.64678488267956,FY0
1269,STORb.ST,5440101010,8.987,8.20829403526823,FY0
1270,ARIS.MI,5210203015,14.859,,FY0
1271,NORBb.ST,5220102010,13.891,13.34627293313,FY0
1272,KEMPOWR.HE,5210203018,3.69,3.58679789418103,FY0
1273,ATAS.L,5220304018,22.812,18.4978274363749,FY0
1274,NETEL.ST,5220102010,14.29,12.202380952381,FY0
1275,SRAD.L,5210203015,62.1,10.9978177920139,FY0
1276,CTEK.ST,5210203018,10.689,0.409867172675522,FY0
1277,LAMOR.HE,5220301010,6.67,5.644181781129,FY0
1278,AGROUP.ST,6010101010,11.13,11.0460060305222,FY0
1279,ALEX.HE,5510202010,12.759,12.8007443838894,FY0
1280,EMILpref.ST,6010101050,5.71,12.8079426546923,FY0
1281,KLARAb.ST,6010101050,2.93,2.93424339443408,FY0
1282,NORVA.ST,5220304010,8.331,8.33134257047301,FY0
1283,SLPb.ST,6010101040,13.5,,FY0
1284,EVLI.HE,5510202014,17.699,17.572156196944,FY0
1285,ALOKW.PA,5910101010,11.35,,FY0
1286,ENRY.MI,5210203020,64.8,,FY0
1287,ALLEI.ST,5120102015,10.666,10.6656992563033,FY0
1288,TCHCS.PA,5560101010,324.6,,FY0
1289,STSU.OL,5560101010,3.21,,FY0
1290,1038.HK,5910401010,6.589,6.58767913547339,FY0
1291,000002.SZ,6010101050,9.449,9.43826108843593,FY0
1292,JARD.SI,5440101010,5.41,1.20804682034569,FY0
1293,DFIR.SI,5430102012,2.6,-10.3509009619293,FY0
1294,9502.T,5910101010,1.9,1.87501532636576,FY0
1296,5401.T,5120102010,18.1,18.1490607619945,FY0
1297,9506.T,5910101010,-20.4,-20.4320356353717,FY0
1298,9501.T,5910101010,-3.9,-5.7810314683271,FY0
1299,7011.T,5440101010,7.9,7.86421448131698,FY0
1300,9503.T,5910101010,1.0,1.02535846802316,FY0
1301,8802.T,6010101010,7.9,7.94692660569199,FY0
1302,6503.T,5440101010,6.9,6.88363962614128,FY0
1304,8801.T,6010101010,6.9,6.91241426063084,FY0
1305,0012.HK,6010101010,2.905,2.78716318133002,FY0
1306,0003.HK,5910201011,8.16,8.15816698910799,FY0
1307,0017.HK,6010101010,5.379,0.476976154856044,FY0
1308,0006.HK,5910101010,6.509,6.50716490807722,FY0
1309,9508.T,5910101010,-9.2,-11.3918297794486,FY0
1310,0083.HK,6010101010,3.808,3.65876492604724,FY0
1311,0392.HK,5910201010,8.147,8.14711749353509,FY0
1312,0688.HK,6010101010,6.7,6.6657357456465,FY0
1313,0004.HK,6010101010,2.339,-1.08735511232283,FY0
1314,0101.HK,6010101010,3.053,2.78880407124682,FY0
1315,1109.HK,6010101010,11.66,12.3260355534866,FY0
1316,0683.HK,6010101010,4.009,2.44201041908666,FY0
1317,0322.HK,5410202028,16.44,16.4357700116591,FY0
1318,0002.HK,5910101010,4.23,0.845642743396848,FY0
1320,0016.HK,6010101010,3.968,3.97125916008375,FY0
1321,6501.T,5440101010,13.983,13.9826747042712,FY0
